MovieID	IDSubtitleFile	SubLanguageID	IDSubtitle	SubActualCD	SubSumCD	SubFormat	MovieName	MovieYear
3265	40695	eng	33870	1	2	srt	Unfaithful	2002
3266	47884	eng	39169	1	1	srt	Manhattan	1979
3267	55890	eng	44733	1	1	srt	Analyze That	2002
3269	137054	eng	100340	1	1	srt	Shallow Grave	1994
3270	55949	eng	44781	1	1	srt	Kate & Leopold	2001
3271	20543	eng	18134	1	1	srt	Hard to Kill	1990
3272	38663	eng	32310	1	2	srt	Kid	1991
3273	59423	eng	47391	1	2	srt	Sleepers	1996
3274	201527	eng	147557	1	2	srt	Macross Plus	1994
3275	53037	eng	42832	1	2	srt	Catch Me If You Can	2002
3276	123586	eng	91667	1	2	srt	Rock Star	2001
3277	26803	eng	23236	1	1	srt	Lat sau san taam	1992
3278	1951670135	eng	3129497	1	1	srt	Cani arrabbiati	1974
3279	1952209765	eng	3579735	1	1	srt	Smoke Signals	1998
3280	33003	eng	28044	1	2	srt	Murder by Numbers	2002
3282	28869	eng	24821	1	2	srt	Lagaan: Once Upon a Time in India	2001
3283	1952171315	eng	3546847	1	1	srt	Two Can Play That Game	2001
3285	86584	eng	67020	1	1	srt	Bad Boys	1995
3286	49736	eng	40417	1	1	srt	Storytelling	2001
3287	113896	eng	85130	1	1	srt	Shadow of the Vampire	2000
3289	111798	eng	83750	1	2	srt	Frequency	2000
3291	101657	eng	77051	1	1	srt	The Indian Runner	1991
3292	32691	eng	27803	1	1	srt	La haine	1995
3293	1951905761	eng	3312933	1	1	srt	Accattone	1961
3295	111909	eng	83814	1	3	srt	Hernán Cortés - Crónica de una conquista	2003
3296	233598	eng	173997	1	1	srt	Kenka karate kyokushinken	1975
3298	78411	eng	61144	1	1	srt	Intolerable Cruelty	2003
3299	1951991694	eng	3386011	1	1	srt	The Assignment	1997
3300	50808	eng	41199	1	2	srt	Leaving Las Vegas	1995
3301	283786	eng	215953	1	1	srt	Chu uk sok eh Young won han ree ran	1999
3302	53639	eng	43236	1	1	srt	Jisatsu saakuru	2002
3303	261915	eng	197871	1	1	srt	Zero Effect	1998
3304	22104	eng	19507	1	1	srt	Dr. Dolittle 2	2001
3306	28443	eng	24515	1	1	srt	Run for the Money	2002
3307	1951689543	eng	3143849	1	1	srt	Cypher	2002
3308	1951924591	eng	3330053	1	1	srt	Animal Farm	1999
3309	116111	eng	86540	1	2	srt	U.S. Marshals	1998
3310	1952049519	eng	3437988	1	1	srt	White Sands	1992
3311	2816	eng	2320	4	4	srt	"Riget"	1994
3312	92008	eng	70747	1	2	srt	The Client	1994
3313	1952058836	eng	3446509	1	1	srt	Chlopaki nie placza	2000
3316	77444	eng	60413	1	2	srt	The Remains of the Day	1993
3317	115736	eng	86307	1	2	srt	Rocky V	1990
3318	102055	eng	77317	1	3	srt	Fratello sole, sorella luna	1972
3319	1952343078	eng	3692109	1	1	srt	Guyver: Dark Hero	1994
3320	158055	eng	116213	1	1	srt	While You Were Sleeping	1995
3321	97222	eng	74253	1	1	srt	The Perfect Score	2004
3322	104035	eng	78599	1	2	srt	Alexis Zorbas	1964
3323	140436	eng	102496	1	1	srt	Bravo Two Zero	1999
3324	89726	eng	69211	1	1	srt	Motives	2004
3325	225898	eng	168017	1	2	srt	Pale Rider	1985
3327	20673	eng	18261	1	1	srt	Mission: Impossible II	2000
3328	1951650276	eng	3115200	1	1	srt	Zhong Nan Hai bao biao	1994
3330	129975	eng	95769	1	2	srt	Red Heat	1988
3331	1951664435	eng	3125744	1	1	srt	Fremragende timer	2003
3332	157443	eng	115776	1	1	srt	Half Past Dead	2002
3333	131786	eng	96924	4	4	srt	Quo Vadis	1951
3334	114374	eng	85432	4	5	srt	Siu nin Wong Fei Hung ji: Tit Ma Lau	1993
3335	79670	eng	62041	1	1	srt	Dickie Roberts: Former Child Star	2003
3336	60968	eng	48506	1	1	srt	Soul Survivors	2001
3337	1951896609	eng	3305809	1	1	srt	Halloween H20: 20 Years Later	1998
3338	89074	eng	68726	1	1	srt	Casa de los babys	2003
3339	143257	eng	104435	1	2	srt	Sky High	2005
3343	312316	eng	236218	1	2	srt	Mahanagar	1963
3345	256404	eng	193253	1	1	srt	Bodas de sangre	1981
3346	38352	eng	32069	1	1	srt	Executive Decision	1996
3347	113755	eng	85017	1	1	srt	Jube ninpucho	1993
3348	259045	eng	195445	1	1	srt	Junior	1994
3349	145910	eng	106328	1	1	srt	Fire Down Below	1997
3350	58068	eng	46413	1	1	srt	Love Liza	2002
3352	88075	eng	68024	1	2	srt	Three Kings	1999
3353	108734	eng	81757	1	1	srt	Romancing the Stone	1984
3358	300305	eng	226981	1	1	srt	Momentum	2003
3359	1952207068	eng	3577338	1	1	srt	Monsoon Wedding	2001
3360	1952102201	eng	3486082	1	1	srt	The Blob	1988
3361	263179	eng	198905	1	1	srt	Undisputed	2002
3362	93617	eng	71836	1	1	srt	My Baby's Daddy	2004
3364	65548	eng	51887	1	2	srt	The Four Feathers	2002
3365	27898	eng	24108	1	2	srt	Shallow Hal	2001
3366	157713	eng	115952	1	1	srt	Amélie ou le temps d'aimer	1961
3367	122283	eng	90734	1	1	srt	Crimson Tide	1995
3370	228845	eng	170384	1	2	srt	The Prince of Tides	1991
3371	232383	eng	173029	1	2	srt	Uninvited	2003
3372	48700	eng	39686	1	1	srt	Dieu est grand, je suis toute petite	2001
3373	20584	eng	18175	1	1	srt	A Few Good Men	1992
3374	258691	eng	195136	1	1	srt	Liberty Stands Still	2002
3376	62246	eng	49449	1	1	srt	My Little Eye	2002
3378	102316	eng	77457	1	1	srt	Someone Like You...	2001
3381	122557	eng	90951	1	1	srt	BASEketball	1998
3382	25515	eng	22200	1	2	srt	For Your Eyes Only	1981
3383	132986	eng	97675	1	2	srt	Black	2005
3385	107938	eng	81240	1	1	srt	Crocodile Dundee	1986
3386	1951711710	eng	3161145	1	1	srt	Andel Exit	2000
3388	134948	eng	98972	1	2	srt	Die fetten Jahre sind vorbei	2004
3389	1951638877	eng	3106167	1	1	srt	Dobermann	1997
3390	78944	eng	61520	1	1	srt	The Foreigner	2003
3391	254395	eng	191608	1	1	srt	High Noon	1952
3392	1951916535	eng	3322450	1	1	srt	The Outlaw Josey Wales	1976
3394	1951844321	eng	3263934	1	1	srt	Revenge of the Nerds	1984
3396	231186	eng	172126	1	1	srt	Amazon Women on the Moon	1987
3397	209361	eng	153561	1	1	srt	Chicken Run	2000
3401	1952538113	eng	3872269	1	1	srt	Bruce Lee: A Warrior's Journey	2000
3403	253324	eng	190756	1	1	srt	Men at Work	1990
3405	184814	eng	134555	1	1	srt	Borderline	1980
3406	25997	eng	22601	1	1	srt	Salo o le 120 giornate di Sodoma	1975
3407	49154	eng	39996	1	1	srt	The Scarlet Letter	1995
3408	98353	eng	74960	1	1	srt	Snowboarder	2003
3409	56097	eng	44895	1	3	srt	Patton	1970
3411	101542	eng	76976	1	1	srt	Hard Target	1993
3413	98183	eng	74868	1	1	srt	The Iron Giant	1999
3416	1951686714	eng	3141704	1	2	srt	Doragon boru Z 4: Super Saiyajin da Son Goku	1991
3421	238256	eng	177841	1	1	srt	The Big Sleep	1946
3422	1951683986	eng	3139840	1	1	srt	Lásky jedné plavovlásky	1965
3423	93498	eng	71763	1	1	srt	Bubba Ho-tep	2002
3425	43734	eng	36129	1	1	srt	Shun liu Ni liu	2000
3428	80893	eng	62871	1	1	srt	Fei ying	2004
3429	95999	eng	73440	1	1	srt	The 13th Warrior	1999
3430	56582	eng	45259	1	1	srt	Buying the Cow	2002
3431	173129	eng	125670	1	1	srt	Moonraker	1979
3433	153798	eng	113007	1	2	srt	Red Dawn	1984
3434	73326	eng	57573	1	2	srt	Jagged Edge	1985
3435	46831	eng	38424	1	2	srt	Never Say Never Again	1983
3436	76870	eng	60015	1	1	srt	Fast Times at Ridgemont High	1982
3437	20313	eng	17944	1	1	srt	The Song Remains the Same	1976
3438	21306	eng	18858	1	1	srt	What Lies Beneath	2000
3439	200266	eng	146517	1	1	srt	Threshold: The Blue Angels Experience	1975
3441	1952346070	eng	3694843	1	1	srt	Place Vendome	1998
3442	80868	eng	62846	1	1	srt	Flatliners	1990
3443	123559	eng	91645	1	1	srt	"An American in Canada"	2002
3445	228893	eng	170422	1	1	srt	Toolbox Murders	2004
3446	1952730782	eng	4058889	1	1	srt	Look Who's Talking Too	1990
3447	21979	eng	19417	1	1	srt	Valentine	2001
3448	51156	eng	41456	1	1	srt	Les triplettes de Belleville	2003
3450	258834	eng	195255	1	1	srt	Frusta e il corpo, La	1963
3451	65792	eng	52059	1	2	srt	Ned Kelly	2003
3452	34334	eng	29021	1	2	srt	The Insider	1999
3455	191016	eng	139439	1	1	srt	Sånger från andra våningen	2000
3456	46186	eng	37961	1	2	srt	Barry Lyndon	1975
3458	1951701389	eng	3153267	1	1	srt	House M.D.	2004
3460	53365	eng	43086	1	1	srt	Pocahontas	1995
3461	134339	eng	98547	1	1	srt	Joey Boy Munti, 15 anyos ka sa Muntilupa	1991
3462	1952176632	eng	3551704	1	1	srt	Presque rien	2000
3463	135608	eng	99418	1	1	srt	State Property 2	2005
3465	84749	eng	65735	1	1	srt	Aragami	2003
3468	256667	eng	193467	1	1	srt	Paper Moon	1973
3469	54646	eng	43806	1	1	srt	Blood: The Last Vampire	2000
3470	1952354736	eng	3702395	1	1	srt	The Craft	1996
3471	108975	eng	81938	1	1	srt	Naesarang ssagaji	2004
3472	250267	eng	188207	1	1	srt	Dead Heat on a Merry-Go-Round	1966
3473	107433	eng	80882	1	2	srt	Witness for the Prosecution	1957
3475	42631	eng	35309	1	2	srt	K-19: The Widowmaker	2002
3477	40599	eng	33790	1	1	srt	The Tuxedo	2002
3479	150797	eng	110607	1	1	srt	Heartbreakers	2001
3481	1952448573	eng	3788361	1	1	srt	Blue Sky	1994
3482	124290	eng	92113	1	2	srt	The Big Country	1958
3483	1951687219	eng	3142107	1	1	srt	A League of Their Own	1992
3484	170895	eng	124001	1	1	srt	Toy Story	1995
3485	98663	eng	75143	1	2	srt	Sin noticias de Dios	2001
3487	29754	eng	25502	1	1	srt	Iris	2001
3488	24591	eng	21430	1	1	srt	Hard Ball	2001
3490	158838	eng	116825	1	1	srt	Une hirondelle a fait le printemps	2001
3492	1951671352	eng	3130429	1	1	srt	Tenshi no tamago	1985
3494	93294	eng	71613	1	3	srt	Nuovo Cinema Paradiso	1988
3495	134795	eng	98872	1	1	srt	Man of the House	2005
3496	63474	eng	50360	1	1	srt	Spun	2002
3497	61886	eng	49169	1	2	srt	What Dreams May Come	1998
3498	1951925612	eng	3330894	1	1	srt	102 Dalmatians	2000
3500	88499	eng	68329	1	2	srt	Helmiä ja sikoja	2003
3501	1951899409	eng	3308104	1	1	srt	Kampfansage - Der letzte Schüler	2005
3502	134960	eng	98978	1	1	srt	Dead Meat	2004
3503	117767	eng	87667	1	1	srt	Ripoux 3	2003
3504	283039	eng	215397	1	2	srt	Collage of Our Life	2003
3505	31358	eng	26775	1	1	srt	Session 9	2001
3507	231686	eng	172506	1	2	srt	Geomi sup	2004
3510	92806	eng	71297	1	1	srt	Two Men Went to War	2002
3511	75717	eng	59234	1	2	srt	The Last Picture Show	1971
3512	63851	eng	50641	1	1	srt	Fear of the Dark	2002
3513	182304	eng	132651	1	3	srt	Batman & Robin	1997
3514	20239	eng	17874	1	1	srt	No Escape	1994
3516	29176	eng	25045	1	1	srt	Yellow Submarine	1968
3518	1952195877	eng	3567462	1	1	srt	Grandes vacances, Les	1967
3521	1951999453	eng	3393036	1	1	srt	Golem	1980
3523	77790	eng	60669	1	2	srt	Sunshine State	2002
3525	25857	eng	22478	1	1	srt	Joe Dirt	2001
3526	108612	eng	81702	1	1	srt	The War of the Roses	1989
3527	48126	eng	39325	1	1	srt	Spy Kids 2: Island of Lost Dreams	2002
3528	92967	eng	71410	1	1	srt	Catch That Kid	2004
3529	118391	eng	88075	1	1	srt	An Extremely Goofy Movie	2000
3530	48417	eng	39515	1	2	srt	Grand Canyon	1991
3531	46292	eng	38045	1	1	srt	Boys Don't Cry	1999
3532	283376	eng	215643	1	2	srt	Evil Cult	2003
3533	91999	eng	70740	1	2	srt	Maljukgeori janhoksa	2004
3534	261162	eng	197242	1	1	srt	Sleeper	1973
3535	312320	eng	236224	1	2	srt	When Trumpets Fade	1998
3537	150894	eng	110694	1	1	srt	Broadway Danny Rose	1984
3538	21521	eng	19047	1	1	srt	Bedazzled	2000
3539	286907	eng	218223	1	1	srt	Waga seishun no Arcadia	1982
3540	53228	eng	42976	1	1	srt	The Sons of Katie Elder	1965
3541	1952231937	eng	3599930	1	1	srt	The Curse of the Mummy's Tomb	1964
3542	208234	eng	152750	1	1	srt	Friday After Next	2002
3543	52171	eng	42180	1	1	srt	Swimfan	2002
3544	1951645350	eng	3111433	1	1	srt	Gummo	1997
3546	107642	eng	81033	1	1	srt	Highwaymen	2004
3548	81425	eng	63250	1	1	srt	In Dreams	1999
3552	261016	eng	197122	1	1	srt	Vanishing Point	1971
3555	105232	eng	79466	4	4	srt	The Alamo	2004
3556	32358	eng	27536	1	1	srt	Gia	1998
3558	76128	eng	59504	1	1	srt	Wild Wild West	1999
3559	146011	eng	106424	1	1	srt	Inuyasha - Toki wo koeru omoi	2001
3560	65516	eng	51866	1	1	srt	Jacob's Ladder	1990
3561	129585	eng	95482	1	1	srt	The Family Man	2000
3562	143185	eng	104377	1	1	srt	China Moon	1994
3563	69550	eng	54887	1	1	srt	Mystery Men	1999
3564	77338	eng	60337	1	1	srt	Armitage: Dual Matrix	2002
3566	1952168226	eng	3544224	1	1	srt	James Bond 007: From Russia with Love	2005
3568	35199	eng	29664	1	1	srt	Papillon	1973
3569	148365	eng	108557	1	1	srt	Osmosis Jones	2001
3570	79190	eng	61713	1	1	srt	A Fish Called Wanda	1988
3572	73603	eng	57781	1	2	srt	The Pink Panther	1963
3573	95952	eng	73402	1	2	srt	The Big Chill	1983
3574	172695	eng	125352	1	1	srt	The Cave	2005
3575	1951723133	eng	3170084	1	1	srt	Fixed Bayonets!	1951
3576	316659	eng	239324	1	2	srt	The Da Vinci Code	2006
3577	129882	eng	95703	1	2	srt	Desperado	1995
3580	29627	eng	25399	1	1	srt	The French Connection	1971
3582	238116	eng	177712	1	1	srt	Poltergeist II: The Other Side	1986
3585	1951646353	eng	3112166	1	1	srt	Go West	1940
3586	1952006627	eng	3399397	1	1	srt	The Seventh Sign	1988
3587	44277	eng	36539	1	1	srt	The Hard Word	2002
3589	31194	eng	26646	1	1	srt	Exit Wounds	2001
3590	1952171052	eng	3546584	1	1	srt	Hooked: Illegal Drugs & How They Got That Way - Marijuana, Assassin of Youth	2000
3592	146235	eng	106637	1	1	srt	Wrongfully Accused	1998
3593	150469	eng	110352	1	1	srt	The Making of 'Terminator 2: Judgment Day'	1992
3595	93628	eng	71845	1	1	srt	Jeux d'enfants	2003
3597	252912	eng	190394	1	1	srt	Dom za vesanje	1988
3598	85038	eng	65948	1	2	srt	The Cat in the Hat	2003
3599	762	eng	600	1	1	srt	Firefly	2002
3600	146037	eng	106448	1	1	srt	Money Train	1995
3601	89633	eng	69150	1	2	srt	Enemy Mine	1985
3602	74493	eng	58415	1	2	srt	Assassination Tango	2002
3604	36973	eng	30991	1	1	srt	The Birdcage	1996
3605	132996	eng	97681	1	1	srt	Eye Witness No. 100: Safety on the Water	1958
3607	111731	eng	83694	1	2	srt	Bonnie and Clyde	1967
3608	1951927518	eng	3332415	1	1	srt	Pit and the Pendulum	1961
3609	111231	eng	83383	1	1	srt	Bionicle 2: Legends of Metru-Nui	2004
3610	68958	eng	54422	1	3	srt	The Lost World: Jurassic Park	1997
3611	255410	eng	192438	1	2	srt	Body Double	1984
3612	308033	eng	233104	1	1	srt	They Came to Cordura	1959
3614	86219	eng	66763	1	2	srt	Dil Chahta Hai	2001
3615	1952270745	eng	3631747	1	1	srt	The Quest	1996
3617	170797	eng	123922	1	2	srt	The Ring	2002
3618	1951869509	eng	3284013	1	1	srt	Jason Lives: Friday the 13th Part VI	1986
3619	86133	eng	66701	1	1	srt	Nihon kuroshakai	1999
3621	227841	eng	169547	1	1	srt	Edipo re	1967
3622	245224	eng	183855	1	1	srt	A Midsummer Night's Dream	1999
3623	112752	eng	84353	1	1	srt	We Don't Live Here Anymore	2004
3624	255840	eng	192770	1	1	srt	Xian si jue	1982
3625	1951623957	eng	3094223	1	1	srt	The Princess Bride	1987
3626	28155	eng	24304	1	1	srt	Rollerball	1975
3627	261788	eng	197762	1	1	srt	Bad Moon	1996
3628	46379	eng	38107	1	1	srt	The Little Mermaid	1989
3629	108003	eng	81290	1	1	srt	Eko eko azaraku	1995
3630	26150	eng	22721	1	1	srt	The Shining	1980
3631	67039	eng	52966	1	1	srt	Harold and Maude	1971
3632	59786	eng	47650	1	1	srt	Kangaroo Jack	2003
3633	152985	eng	112423	1	1	srt	You Only Live Twice	1967
3634	27715	eng	23951	1	1	srt	The Deep End	2001
3635	283948	eng	216069	1	1	srt	Himalaya - l'enfance d'un chef	1999
3636	134351	eng	98555	1	3	srt	Kindergarten Cop	1990
3637	61546	eng	48963	1	3	srt	The Abyss	1989
3638	209647	eng	153775	1	1	srt	Northfork	2003
3641	28963	eng	24889	1	1	srt	Lethal Weapon 4	1998
3643	68941	eng	54412	1	1	srt	Timecop	1994
3646	1952235261	eng	3601921	1	2	srt	Avalon	1990
3648	1951626680	eng	3096421	1	1	srt	First Blood	1982
3649	1951623635	eng	3093942	1	1	srt	Dead End	2003
3650	74226	eng	58262	1	1	srt	Animal House	1978
3651	283002	eng	215371	1	1	srt	AWS: Best of City of Industry 2003	2003
3653	283209	eng	215511	1	2	srt	Bomnalui gomeul johahaseyo	2003
3657	102657	eng	77676	1	1	srt	Kontroll	2003
3659	126311	eng	93299	1	2	srt	Arsène Lupin	2004
3660	122230	eng	90691	1	1	srt	Mona Lisa Smile	2003
3663	272745	eng	207145	1	1	srt	Gran aventura de Mortadelo y Filemón, La	2003
3664	148661	eng	108817	1	1	srt	Dinosaur	2000
3665	1951608231	eng	3081259	1	1	srt	Charlotte Gray	2001
3666	34797	eng	29372	1	1	srt	The Witches of Eastwick	1987
3668	35418	eng	29800	1	2	srt	Boogie Nights	1997
3672	130667	eng	96246	1	2	srt	Reap the Wild Wind	1942
3673	1951934088	eng	3338191	1	1	srt	Halloween III: Season of the Witch	1982
3674	61259	eng	48741	1	1	srt	A Man Apart	2003
3676	1951643124	eng	3109536	1	1	srt	L'argent	1983
3677	213470	eng	156643	1	1	srt	Trail of the Pink Panther	1982
3680	316148	eng	238923	1	1	srt	Saints and Soldiers	2003
3681	96986	eng	74143	1	1	srt	The 24th Day	2004
3684	119148	eng	88561	1	1	srt	B\*A\*P\*S	1997
3686	74468	eng	58403	1	1	srt	Objective, Burma!	1945
3687	1951924356	eng	3329844	1	1	srt	House of Dracula	1945
3688	146207	eng	106610	1	1	srt	Uncommon Valor	1983
3689	95733	eng	73268	1	1	srt	Encrypt	2003
3690	135760	eng	99517	1	2	srt	Courage Under Fire	1996
3691	120959	eng	89799	1	2	srt	Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes	1965
3692	234876	eng	175051	1	1	srt	101 Reykjavík	2000
3693	198434	eng	145085	1	1	srt	A Shot in the Dark	1964
3694	282933	eng	215320	1	1	srt	Bian cheng san xia	1966
3695	123561	eng	91647	1	1	srt	Woman of the Year	1942
3696	128144	eng	94531	1	2	srt	Sa som i himmelen	2004
3697	118905	eng	88380	1	1	srt	The Doors	1991
3699	36551	eng	30657	1	1	srt	Girl Fever	2002
3701	93157	eng	71525	1	2	srt	The Weight of Water	2000
3702	24844	eng	21644	1	1	srt	Amistad	1997
3703	262159	eng	198074	1	1	srt	Sylvia	2003
3704	281729	eng	214420	1	1	srt	The Bellboy	1960
3707	119990	eng	89139	1	2	srt	Phenomena	1985
3708	108158	eng	81404	1	1	srt	The Believer	2001
3709	114838	eng	85714	1	1	srt	Baau lit diy shut	2004
3710	29839	eng	25567	1	1	srt	The Hudsucker Proxy	1994
3711	140946	eng	102822	1	1	srt	The Big White	2005
3712	80799	eng	62784	1	1	srt	Killer's Kiss	1955
3713	135258	eng	99195	1	1	srt	Dracula III: Legacy	2005
3714	114177	eng	85311	1	2	srt	Surviving Christmas	2004
3715	268056	eng	203518	1	1	srt	Finding Forrester	2000
3716	143394	eng	104533	1	1	srt	And Now for Something Completely Different	1971
3717	1951836829	eng	3258893	1	1	srt	Dzien swira	2002
3718	129284	eng	95309	1	1	srt	Melinda and Melinda	2004
3719	1952318807	eng	3672496	1	1	srt	The Golden Voyage of Sinbad	1974
3720	90506	eng	69777	1	1	srt	Hukkle	2002
3722	134366	eng	98566	1	1	srt	Out for Blood	2004
3724	314383	eng	237677	1	1	srt	Lexx	1997
3725	96102	eng	73521	1	1	srt	Teacher's Pet	1958
3726	28393	eng	24479	1	1	srt	Beverly Hills Cop II	1987
3727	238426	eng	177978	1	1	srt	Heartbreak Ridge	1986
3729	236875	eng	176667	1	2	srt	Keeping the Faith	2000
3730	1951647597	eng	3113218	1	2	srt	Wait Until Dark	1967
3731	36968	eng	30986	1	1	srt	Abre los ojos	1997
3735	26792	eng	23230	1	2	srt	Gone with the Wind	1939
3736	65210	eng	51665	1	1	srt	Piglet's Big Movie	2003
3737	240561	eng	179810	1	1	srt	King Kong	1933
3738	159118	eng	117034	1	1	srt	Posutoman burusu	1997
3739	118169	eng	87911	1	2	srt	The Guns of Navarone	1961
3740	41865	eng	34733	1	1	srt	Hearts in Atlantis	2001
3741	80230	eng	62381	1	1	srt	The Blues Brothers	1980
3742	130071	eng	95838	1	2	srt	9 Souls	2003
3744	150219	eng	110142	1	1	srt	Broken Arrow	1996
3746	266417	eng	202059	1	1	srt	Texas Rangers	2001
3747	98471	eng	75034	1	1	srt	Andromeda	2000
3749	43453	eng	35926	1	1	srt	Flashdance	1983
3750	34752	eng	29337	1	1	srt	Proof of Life	2000
3751	1951847967	eng	3266818	1	1	srt	How I Won the War	1967
3752	70300	eng	55464	1	2	srt	Indiana Jones and the Temple of Doom	1984
3753	122798	eng	91129	1	1	srt	Wing Commander	1999
3754	188824	eng	137774	1	1	srt	Love and Death	1975
3756	1952702176	eng	4027676	1	1	srt	Joey	2004
3757	24513	eng	21362	1	1	srt	The Tailor of Panama	2001
3758	64189	eng	50892	1	1	srt	The Good Thief	2002
3759	1952679411	eng	4005939	1	1	srt	Dr T and the Women	2000
3761	236137	eng	176061	1	1	srt	Mouchette	1967
3763	71529	eng	56260	1	2	srt	Where Eagles Dare	1968
3764	263056	eng	198784	1	1	srt	Trading Places	1983
3766	21810	eng	19282	1	1	srt	Head Over Heels	2001
3767	241978	eng	181045	1	2	srt	2 Filhos de Francisco - A História de Zezé di Camargo & Luciano	2005
3768	231835	eng	172613	1	1	srt	Shao Lin ta peng hsiao tzu	1980
3769	74092	eng	58155	1	1	srt	Shurayukihime	1973
3770	1952884841	eng	4200892	1	1	srt	Great Barrier Reef	1981
3771	67051	eng	52977	1	1	srt	The Jungle Book	1967
3773	196567	eng	143635	1	1	srt	The Chubbchubbs!	2002
3775	144031	eng	104954	1	1	srt	Escape from New York	1981
3776	64160	eng	50867	1	1	srt	Killing Me Softly	2002
3777	49125	eng	39976	1	2	srt	The Sixth Sense	1999
3778	122561	eng	90954	1	1	srt	Beowulf	1999
3779	109310	eng	82154	1	1	srt	"That's So Raven"	2002
3780	20079	eng	17714	1	1	srt	8MM	1999
3781	123232	eng	91431	1	2	srt	The Fugitive	1993
3783	96094	eng	73515	1	2	srt	Tupac: Resurrection	2003
3785	1952467737	eng	3806033	1	1	srt	Zee die denkt, De	2000
3786	110754	eng	83062	1	1	srt	Les choristes	2004
3787	28573	eng	24619	1	1	srt	Conquest of the Planet of the Apes	1972
3790	284773	eng	216654	1	1	srt	Jumanji	1995
3791	1951860265	eng	3276814	1	1	srt	Friday the 13th: The Final Chapter	1984
3793	194082	eng	141737	1	3	srt	NaPolA	2004
3794	1951634155	eng	3101939	1	1	srt	Winterschläfer	1997
3795	39427	eng	32891	1	1	srt	Spirit: Stallion of the Cimarron	2002
3796	57165	eng	45728	1	1	srt	Shadows and Fog	1991
3799	31037	eng	26515	1	1	srt	Mad Max 2	1981
3800	106915	eng	80534	1	1	srt	S	2001
3801	57198	eng	45754	1	1	srt	The Siege	1998
3803	122650	eng	91019	1	1	srt	Le gendarme et les gendarmettes	1982
3804	86648	eng	67071	1	1	srt	Honey	2003
3806	214170	eng	157292	1	1	srt	Little Big Man	1970
3807	315205	eng	238227	1	1	srt	Nothing to Lose	1997
3808	51580	eng	41761	1	1	srt	The Forsaken	2001
3810	1952688419	eng	4014572	1	1	srt	The Bunker	2001
3811	71116	eng	56050	1	1	srt	Apt Pupil	1998
3812	61214	eng	48710	1	2	srt	Stalingrad	1993
3814	113827	eng	85075	1	1	srt	Intermission	2003
3815	36154	eng	30344	1	1	srt	Rosemary's Baby	1968
3817	65570	eng	51905	1	1	srt	Batman Returns	1992
3818	86880	eng	67217	1	2	srt	Krull	1983
3819	69580	eng	54917	1	1	srt	The First $20 Million Is Always the Hardest	2002
3820	1952448347	eng	3788141	1	1	srt	Mort d'un pourri	1977
3821	181795	eng	132239	1	2	srt	Nabi	2001
3825	29273	eng	25121	1	1	srt	The Shipping News	2001
3829	1951641268	eng	3108091	1	1	srt	Mortal Kombat: Annihilation	1997
3830	54204	eng	43472	1	1	srt	Friday	1995
3831	66496	eng	52544	1	2	srt	The Towering Inferno	1974
3833	35176	eng	29649	1	1	srt	Changing Lanes	2002
3834	33231	eng	28220	1	1	srt	The X Files	1993
3836	31934	eng	27230	1	1	srt	Die unendliche Geschichte	1984
3838	112882	eng	84450	1	1	srt	Dependencia sexual	2003
3839	137796	eng	100824	1	1	srt	Elf	2003
3840	22400	eng	19752	1	1	srt	Pootie Tang	2001
3841	175170	eng	127254	1	1	srt	Paid in Full	2002
3843	1951858328	eng	3275364	1	1	srt	Mision en Marbella	2001
3846	1952317313	eng	3671203	1	1	srt	Alien Abduction: Incident in Lake County	1998
3848	1952206973	eng	3577246	1	1	srt	Message in a Bottle	1999
3851	1952686815	eng	4013059	1	1	srt	Look Who's Talking Now	1993
3852	64757	eng	51326	1	1	srt	Nightstalker	2002
3854	34014	eng	28778	1	1	srt	Edward Scissorhands	1990
3855	27446	eng	23752	1	1	srt	From Hell	2001
3857	68947	eng	54417	1	3	srt	Rat Race	2001
3858	1952105694	eng	3489297	1	1	srt	The Greatest Places	1998
3861	131984	eng	97067	1	1	srt	A Dirty Shame	2004
3862	38516	eng	32202	1	2	srt	For Love of the Game	1999
3865	255764	eng	192717	1	2	srt	Halloween: The Curse of Michael Myers	1995
3866	261808	eng	197780	1	1	srt	Play Misty for Me	1971
3867	311710	eng	235746	1	2	srt	Swept from the Sea	1997
3868	54562	eng	43748	1	2	srt	Elsker dig for evigt	2002
3869	60822	eng	48389	1	3	srt	Tears of the Sun	2003
3870	74207	eng	58246	1	1	srt	Police Academy	1984
3872	28647	eng	24680	1	2	srt	Fargo	1996
3876	1952247793	eng	3611563	1	1	srt	Where the Wild Things Are	2009
3878	1952919142	eng	4231763	1	1	srt	In Hell	2003
3879	90430	eng	69718	1	2	srt	The Statement	2003
3880	50919	eng	41276	1	1	srt	Commando	1985
3883	1952170992	eng	3546524	1	1	srt	Grantland Rice Sportlight No. R1-11: Parachute Athletes	1942
3886	104332	eng	78833	1	1	srt	The Harder They Fall	1956
3887	1951609849	eng	3082503	1	1	srt	Beautiful Thing	1996
3888	1951635104	eng	3102535	1	1	srt	Non ho sonno	2001
3889	118557	eng	88171	1	1	srt	Midway	1976
3891	192621	eng	140625	1	1	srt	Stigmata	1999
3892	1951902695	eng	3310477	1	1	srt	Traffic	2000
