MovieID	IDSubtitleFile	SubLanguageID	IDSubtitle	SubActualCD	SubSumCD	SubFormat	MovieName	MovieYear
1	20098	eng	17733	1	1	srt	Alien3	1992
2	160258	eng	117894	1	1	srt	Identity	2003
3	4	eng	3	1	1	srt	Innocence	2004
4	22219	eng	19601	1	2	srt	Planet of the Apes	2001
5	6	eng	5	1	2	srt	La cite des enfants perdus	1995
6	49346	eng	40142	1	1	srt	Antitrust	2001
7	190588	eng	139116	1	1	srt	Dirty Pretty Things	2002
8	63073	eng	50051	1	1	srt	Bringing Down the House	2003
9	64084	eng	50813	1	1	srt	Cradle 2 the Grave	2003
10	34595	eng	29227	1	1	srt	Death to Smoochy	2002
11	13	eng	11	1	2	srt	Hellboy	2004
13	16	eng	13	1	1	srt	Jui kuen II	1994
14	17	eng	14	1	2	srt	Shi mian mai fu	2004
15	1263	eng	1032	1	1	srt	Femme Fatale	2002
16	20	eng	16	1	1	srt	Lu ding ji	1992
17	21	eng	17	1	1	srt	Rashomon	1950
18	32359	eng	27537	1	1	srt	Back to the Future	1985
19	25	eng	20	1	1	srt	King of Comedy	1999
20	31844	eng	27160	1	2	srt	Sen to Chihiro no kamikakushi	2001
21	31349	eng	26769	1	1	srt	Resident Evil	2002
22	29	eng	23	2	2	srt	Back to the Future Part II	1989
23	31	eng	24	1	1	srt	Ghost Ship	2002
24	33	eng	26	1	1	srt	Lu ding ji II: Zhi shen long jiao	1992
25	39957	eng	33296	1	2	srt	It	1990
26	36	eng	28	1	1	srt	I Spy	2002
27	37	eng	29	1	1	srt	Dead Ringers	1988
28	399	eng	312	1	1	srt	Solaris	2002
29	30198	eng	25826	1	1	srt	The Time Machine	2002
30	41	eng	32	1	2	srt	Gojira tai Mekagojira	2002
31	56590	eng	45267	1	1	srt	The Lord of the Rings: The Return of the King	2003
32	96038	eng	73465	1	1	srt	Bad Santa	2003
33	107485	eng	80920	1	1	srt	White Chicks	2004
34	1951648333	eng	3113676	1	1	srt	Shrek	2001
35	1951860731	eng	3277219	1	1	srt	Cruel Intentions 2	2000
36	281	eng	211	1	1	srt	Finding Nemo	2003
37	32552	eng	27691	1	1	srt	Ice Age	2002
38	152964	eng	112405	1	1	srt	Leon	1994
39	193136	eng	141032	1	2	srt	The Boondock Saints	1999
40	85205	eng	66065	1	2	srt	21 Grams	2003
41	1621	eng	1331	1	1	srt	Ju-on: The Grudge 2	2003
42	1951845577	eng	3264985	1	1	srt	Wrong Turn	2003
43	42362	eng	35108	1	2	srt	Signs	2002
44	82800	eng	64271	1	1	srt	Monstrum	2003
45	86073	eng	66665	1	1	srt	Stuck On You	2003
46	1951648602	eng	3113895	1	1	srt	Equilibrium	2002
47	107495	eng	80928	1	1	srt	I, Robot	2004
48	26437	eng	22952	1	1	srt	Not Another Teen Movie	2001
49	952	eng	761	1	1	srt	Shaun of the Dead	2004
50	105006	eng	79284	1	1	srt	The Football Factory	2004
51	41707	eng	34614	1	1	srt	Coyote Ugly	2000
52	101043	eng	76675	1	1	srt	Immortel (ad vitam)	2004
53	78985	eng	61553	1	1	srt	Kaena: La prophétie	2003
54	331	eng	252	1	1	srt	Oldeuboi	2003
55	103886	eng	78488	1	1	srt	Gokudô kuroshakai	1997
56	96945	eng	74111	1	1	srt	This Is Spinal Tap	1984
57	617	eng	483	1	2	srt	Kung fu	2004
58	77	eng	61	1	1	srt	"Thunderbirds 2086"	1982
59	142	eng	113	1	1	srt	Appurushido	2004
60	1814	eng	1491	1	2	srt	Pulp Fiction	1994
61	298943	eng	225900	1	1	srt	Cabin Fever	2002
62	82	eng	65	1	1	srt	Brainstorm	1983
63	198783	eng	145337	1	1	srt	A Boy and His Dog	1975
64	892	eng	708	1	2	srt	Donnie Darko	2001
65	1951839617	eng	3261336	1	1	srt	The Transporter	2002
66	245964	eng	184545	1	2	srt	American Beauty	1999
67	89	eng	72	1	1	srt	Reservoir Dogs	1992
68	91	eng	74	1	2	srt	Janghwa, Hongryeon	2003
69	93	eng	75	1	1	srt	Audition	1997
70	94	eng	76	1	1	srt	Beautiful Creatures	2000
71	1951720654	eng	3168173	1	1	srt	Resident Evil: Apocalypse	2004
72	99	eng	80	1	1	srt	Crumb	1994
73	100	eng	81	1	2	srt	Shaolin Si	1982
74	114737	eng	85646	1	1	srt	Saw	2004
75	581	eng	453	1	1	srt	Shark Tale	2004
76	89529	eng	69077	1	1	srt	The Grudge	2004
77	146138	eng	106544	1	1	srt	Shanghai Noon	2000
78	108	eng	86	1	1	srt	Angel Heart	1987
79	2264	eng	1868	1	1	srt	Team America: World Police	2004
80	110	eng	88	1	2	srt	Hi no tori	1978
81	122585	eng	90973	1	1	srt	The Big Bounce	2004
82	100383	eng	76212	1	1	srt	Johnson Family Vacation	2004
83	43444	eng	35919	1	2	srt	Killerdeului suda	2001
85	105743	eng	79764	4	4	srt	Troy	2004
86	499	eng	388	1	1	srt	The Village	2004
87	790	eng	627	1	2	srt	Exorcist: The Beginning	2004
88	121	eng	97	1	2	srt	La grande illusion	1937
89	123	eng	98	1	1	srt	Vozvrashchenie	2003
90	65864	eng	52107	1	1	srt	Anger Management	2003
91	2932	eng	2402	1	2	srt	The Age of Innocence	1993
92	126	eng	101	1	1	srt	Revenge of the Pink Panther	1978
93	1081	eng	871	1	1	srt	Amarcord	1973
94	1359	eng	1108	1	2	srt	The Hunt for Red October	1990
95	42285	eng	35045	1	1	srt	The Naked Gun: From the Files of Police Squad!	1988
96	1952651444	eng	3979275	1	1	srt	Spider-Man 2	2004
97	139	eng	111	1	1	srt	Geunomeun meoshiteotda	2004
98	137	eng	109	1	1	srt	Persona	1966
99	25292	eng	22017	1	1	srt	Point of No Return	1993
100	140	eng	112	1	2	srt	Mimi wo sumaseba	1995
101	145936	eng	106353	1	1	srt	Godzilla	1998
102	148	eng	116	1	1	srt	Willard	2003
103	118221	eng	87955	1	1	srt	Mr 3000	2004
104	1919	eng	1580	1	1	srt	Smallville	2001
105	70147	eng	55354	1	1	srt	The Lion King II: Simba's Pride	1998
106	160681	eng	118205	1	1	srt	Shrek 2	2004
107	334	eng	255	1	1	srt	Zatoichi	2003
108	64651	eng	51244	1	3	srt	The Matrix Reloaded	2003
109	72896	eng	57260	1	2	srt	The Matrix Revolutions	2003
110	1407	eng	1149	1	2	srt	Million Dollar Baby	2004
111	864	eng	686	1	2	srt	The Aviator	2004
112	150430	eng	110319	1	1	srt	Spider-Man	2002
113	616	eng	482	1	1	srt	Finding Neverland	2004
114	125399	eng	92806	1	1	srt	Meet the Fockers	2004
115	78521	eng	61209	1	1	srt	The Polar Express	2004
116	619	eng	484	1	2	srt	National Treasure	2004
117	196495	eng	143573	1	1	srt	Secretary	2002
118	420	eng	329	1	1	srt	Sky Captain and the World of Tomorrow	2004
119	108348	eng	81541	4	4	srt	The Bourne Supremacy	2004
120	1951715682	eng	3164274	1	1	srt	The Bourne Identity	2002
121	1951903980	eng	3311498	1	1	srt	The Chronicles of Riddick	2004
122	1951669066	eng	3128793	1	2	srt	Pitch Black	2000
123	754	eng	592	1	1	srt	Siu lam juk kau	2001
124	534	eng	414	1	2	srt	The Manchurian Candidate	2004
125	68674	eng	54204	1	3	srt	Adaptation.	2002
126	107815	eng	81149	1	1	srt	Agents secrets	2004
127	121477	eng	90137	1	1	srt	Alfie	2004
128	123848	eng	91821	1	1	srt	AVP: Alien vs. Predator	2004
129	26968	eng	23373	1	1	srt	Aliens	1986
130	664	eng	517	1	2	srt	Alien: Resurrection	1997
131	22511	eng	19833	1	1	srt	Blade Runner	1982
132	143428	eng	104560	1	2	srt	Nineteen Eighty-Four	1984
133	125670	eng	92960	1	3	srt	A Beautiful Mind	2001
134	21885	eng	19345	1	1	srt	Pi	1998
135	2336	eng	1935	1	1	srt	Crash	1996
136	274561	eng	208561	1	1	srt	Ying xiong	2002
137	589	eng	460	1	2	srt	Blade: Trinity	2004
138	354	eng	273	1	2	srt	Cube Zero	2004
139	61437	eng	48879	1	1	srt	Dark City	1998
140	1951689183	eng	3143562	1	1	srt	Face/Off	1997
141	215	eng	162	1	2	srt	Baramui Fighter	2004
142	101286	eng	76797	1	2	srt	Fahrenheit 9/11	2004
143	785	eng	623	1	1	srt	Closer	2004
144	108782	eng	81791	1	1	srt	Dodgeball: A True Underdog Story	2004
145	66550	eng	52591	1	1	srt	Enter the Dragon	1973
146	345	eng	266	1	2	srt	Eternal Sunshine of the Spotless Mind	2004
147	24580	eng	21419	1	1	srt	Final Fantasy: The Spirits Within	2001
148	225	eng	170	1	1	srt	The Animatrix	2003
149	1376	eng	1119	1	1	srt	Kill Bill: Vol. 1	2003
150	20168	eng	17803	1	1	srt	A Bug's Life	1998
151	113507	eng	84866	1	1	srt	Mulan II	2004
152	1951609178	eng	3081994	1	1	srt	Snake Eyes	1998
153	1952119134	eng	3501649	1	1	srt	Soldier	1998
154	185056	eng	134741	1	1	srt	Pinocchio	2002
155	1014	eng	816	1	1	srt	Shall We Dance	2004
156	1951670709	eng	3129918	1	2	srt	Ocean's Eleven	2001
157	102463	eng	77553	1	1	srt	Nathalie...	2003
158	1177	eng	957	1	1	srt	Secret Window	2004
159	47689	eng	39041	1	2	srt	S1m0ne	2002
160	20755	eng	18340	1	1	srt	Sphere	1998
161	25206	eng	21948	1	2	srt	Spy Game	2001
162	252	eng	191	1	1	srt	Office Space	1999
163	103788	eng	78423	1	3	srt	The Butterfly Effect	2004
164	66346	eng	52447	1	2	srt	The Core	2003
165	257	eng	194	1	1	srt	The Fifth Element	1997
166	578	eng	451	1	2	srt	The Final Cut	2004
167	70042	eng	55282	1	2	srt	Hulk	2003
168	1282	eng	1046	1	1	srt	The Incredibles	2004
169	174979	eng	127113	1	2	srt	The League of Extraordinary Gentlemen	2003
170	274	eng	207	1	2	srt	The Motorcycle Diaries	2004
171	28149	eng	24298	1	1	srt	The Untouchables	1987
172	72365	eng	56896	1	2	srt	Lara Croft Tomb Raider: The Cradle of Life	2003
173	22132	eng	19529	1	1	srt	Lara Croft: Tomb Raider	2001
174	86233	eng	66772	1	1	srt	The Rundown	2003
175	1952714472	eng	4043493	1	1	srt	Lost in Translation	2003
176	351	eng	271	1	1	srt	The Forgotten	2004
177	1951965492	eng	3363491	1	1	srt	The Broken Hearts Club: A Romantic Comedy	2000
178	278	eng	209	1	2	srt	Forrest Gump	1994
179	283	eng	213	1	2	srt	Batoru rowaiaru	2000
180	29619	eng	25392	1	1	srt	Monster's Ball	2001
182	142174	eng	103699	1	1	srt	The Gift	2000
183	1952592428	eng	3923718	1	1	srt	Bang, Bang, You're Dead	2002
184	72168	eng	56749	1	2	srt	Kaze no tani no Naushika	1984
185	459	eng	355	1	1	srt	After the Sunset	2004
186	114859	eng	85727	1	2	srt	Garden State	2004
187	1951690337	eng	3144480	1	1	srt	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
188	295	eng	223	1	1	srt	Love & Pop	1998
189	120036	eng	89166	1	2	srt	Head in the Clouds	2004
190	1523	eng	1246	1	1	srt	Heat	1995
191	300	eng	227	1	1	srt	Wayne's World	1992
192	301	eng	228	1	1	srt	GoldenEye	1995
193	32245	eng	27451	1	1	srt	The Big Lebowski	1998
194	1951610826	eng	3083271	1	2	srt	Rain Man	1988
195	307	eng	233	1	2	srt	Red Dragon	2002
196	309	eng	234	1	2	srt	The Truman Show	1998
197	782	eng	620	1	1	srt	Akira	1988
198	314	eng	238	1	1	srt	The SpongeBob SquarePants Movie	2004
199	551	eng	429	1	1	srt	Ong-bak	2003
200	1951704733	eng	3155797	1	1	srt	Desperate Housewives	2004
201	126645	eng	93510	4	5	srt	The 4400	2004
202	140656	eng	102653	1	1	srt	Eraserhead	1976
203	327	eng	248	1	1	srt	Hauru no ugoku shiro	2004
204	996	eng	802	1	1	srt	Un long dimanche de fiancailles	2004
205	36633	eng	30716	1	1	srt	Starship Troopers	1997
206	44268	eng	36531	1	1	srt	The Emperor's New Groove	2000
207	283457	eng	215698	1	1	srt	Final Fantasy VII: Advent Children	2005
208	333	eng	254	1	1	srt	Following	1998
209	336	eng	257	1	1	srt	24	2001
210	70935	eng	55929	1	1	srt	War Photographer	2001
211	341	eng	262	1	1	srt	Indiana Jones and the Last Crusade	1989
212	28086	eng	24249	1	1	srt	Hot Shots! Part Deux	1993
213	604	eng	474	1	3	srt	Lost	2004
216	66137	eng	52296	1	1	srt	Pirates of the Caribbean: The Curse of the Black Pearl	2003
217	1951705927	eng	3156759	1	1	srt	Funny Games	1997
218	234210	eng	174495	1	2	srt	Constantine	2005
219	737	eng	576	1	1	srt	Assault on Precinct 13	2005
220	64872	eng	51412	1	1	srt	Kids	1995
221	369	eng	285	1	1	srt	Hung wan yat tew loong	1998
222	370	eng	286	1	1	srt	The Eye 2	2004
223	371	eng	287	1	1	srt	50 First Dates	2004
224	21803	eng	19276	1	1	srt	Memento	2000
225	373	eng	289	1	1	srt	Shutter	2004
226	374	eng	290	1	1	srt	Predator	1987
227	375	eng	291	1	2	srt	Ocean's Twelve	2004
228	1345	eng	1096	1	1	srt	Collateral	2004
229	379	eng	293	1	1	srt	I Heart Huckabees	2004
230	381	eng	295	1	1	srt	The Bonfire of the Vanities	1990
231	96712	eng	73967	1	1	srt	CSI: Crime Scene Investigation	2000
232	390	eng	303	2	1	srt	Red Planet	2000
233	90058	eng	69440	1	1	srt	Below	2002
234	1952850582	eng	4169838	1	1	srt	Dutch	1991
235	1952733093	eng	4061063	1	1	srt	F/X2	1991
236	22906	eng	20134	1	3	srt	The Lord of the Rings: The Fellowship of the Ring	2001
237	396	eng	309	1	1	srt	12 Angry Men	1957
241	1951608585	eng	3081592	1	1	srt	Pirates of Silicon Valley	1999
242	80705	eng	62711	1	1	srt	The School of Rock	2003
243	115394	eng	86066	1	2	srt	Unstoppable	2004
244	405	eng	318	1	2	srt	Layer Cake	2004
245	407	eng	319	1	1	srt	DragonBlade	2005
246	408	eng	320	1	2	srt	Gangs of New York	2002
247	123670	eng	91723	1	2	srt	Sideways	2004
248	102469	eng	77558	1	1	srt	Dawn of the Dead	2004
249	416	eng	326	1	1	srt	Catwoman	2004
251	1951739156	eng	3181893	1	1	srt	Enemy at the Gates	2001
253	422	eng	331	1	2	srt	Pink Floyd The Wall	1982
254	110434	eng	82873	1	1	srt	Yo puta	2004
255	2756	eng	2266	1	1	srt	Brother Bear	2003
256	674	eng	525	1	2	srt	Alexander	2004
257	78158	eng	60939	1	2	srt	Casablanca	1942
258	58427	eng	46679	1	2	srt	Four Weddings and a Funeral	1994
260	119373	eng	88708	1	1	srt	Raise Your Voice	2004
261	99904	eng	75932	1	1	srt	Ronin	1998
262	45466	eng	37434	1	2	srt	Die Another Day	2002
263	145822	eng	106271	6	14	srt	"Kaubôi bibappu"	1998
264	71218	eng	56107	1	1	srt	The Devil's Advocate	1997
265	1483	eng	1216	2	1	srt	Fucking Amal	1998
266	460	eng	356	1	1	srt	Der Untergang	2004
267	1952056393	eng	3444363	1	1	srt	Johnny Got His Gun	1971
268	1951648580	eng	3113877	1	1	srt	Bowling for Columbine	2002
269	465	eng	360	1	1	srt	The English Patient	1996
270	40830	eng	33972	1	1	srt	Deuce Bigalow: Male Gigolo	1999
271	114592	eng	85546	1	2	srt	Anchorman: The Legend of Ron Burgundy	2004
272	114869	eng	85734	1	1	srt	Without a Paddle	2004
273	272591	eng	207018	1	1	srt	Envy	2004
274	473	eng	368	1	2	srt	2046	2004
275	477	eng	370	1	1	srt	Chin gei bin	2003
276	478	eng	371	1	1	srt	The Era of Vampire	2002
277	479	eng	372	1	2	srt	Azumi	2003
278	481	eng	373	1	1	srt	Dark Water	2005
279	482	eng	374	1	2	srt	Koroshiya 1	2001
280	484	eng	375	1	1	srt	Gokudô kyôfu dai-gekijô: Gozu	2003
281	485	eng	376	1	1	srt	Zatôichi kenka-tabi	1963
282	486	eng	377	1	3	srt	Spanglish	2004
283	232388	eng	173032	1	2	srt	Widaehan yusan	2003
284	50007	eng	40599	1	1	srt	Chek law dak gung	2002
285	36755	eng	30817	1	1	srt	"The Young and the Restless"	1973
286	1340	eng	1091	1	1	srt	Yeogo goedam	1998
287	502	eng	391	1	1	srt	Beonjijeompeureul hada	2001
288	503	eng	392	1	1	srt	Nae yeojachingureul sogae habnida	2004
289	504	eng	393	1	2	srt	2009: Lost Memories	2002
290	506	eng	394	2	2	srt	Hwaseongeuro gan sanai	2003
291	508	eng	395	1	2	srt	Suchwiin bulmyeong	2001
292	510	eng	396	1	1	srt	Hae-jeok, discowang doeda	2002
293	511	eng	397	1	1	srt	Haneul jeongwon	2003
294	512	eng	398	1	1	srt	H	2002
295	513	eng	399	1	1	srt	Hwangsanbul	2003
296	514	eng	400	1	2	srt	Eorin shinbu	2004
297	516	eng	401	1	2	srt	Donggabnaegi gwawoehagi	2003
298	518	eng	402	1	1	srt	Jopog manura	2001
299	519	eng	403	1	1	srt	In Enemy Hands	2004
300	520	eng	404	1	1	srt	Kyuti Hani	2004
302	100940	eng	76604	1	1	srt	Man on Fire	2004
303	107215	eng	80738	1	2	srt	The Terminal	2004
304	863	eng	685	1	1	srt	Full House	1987
305	540	eng	419	1	2	srt	Hotel Rwanda	2004
306	542	eng	420	1	1	srt	Angel Blade	2002
307	543	eng	421	1	1	srt	Elektra	2005
308	130593	eng	96192	1	1	srt	CQ	2001
310	546	eng	424	1	1	srt	Haute tension	2003
311	1151	eng	935	1	1	srt	Alone in the Dark	2005
312	548	eng	426	1	1	srt	Taegukgi hwinalrimyeo	2004
313	549	eng	427	1	1	srt	The Puppet Masters	1994
314	550	eng	428	1	1	srt	DeepStar Six	1989
315	86194	eng	66743	1	1	srt	Bossa Nova	2000
316	140246	eng	102363	1	2	srt	Aa! Megamisama! The Movie	2000
317	2357	eng	1953	1	1	srt	Lost Highway	1997
319	559	eng	436	1	2	srt	Harry Potter and the Prisoner of Azkaban	2004
321	831	eng	660	1	1	srt	Before Sunrise	1995
322	563	eng	439	1	1	srt	Natural City	2003
323	566	eng	441	1	2	srt	Yeongeo wanjeonjeongbok	2003
324	285447	eng	217129	1	1	srt	R.U. Ready?	2002
325	569	eng	443	1	1	srt	Yeokjeone sanda	2003
326	570	eng	444	1	1	srt	Joheun saram isseumyeon sogae shikeojwo	2002
327	571	eng	445	1	2	srt	Jigureul jikyeora!	2003
328	573	eng	446	1	1	srt	Saekjeuk shigong	2002
329	575	eng	448	1	1	srt	Sonic the Hedgehog: The Movie	1999
330	576	eng	449	1	1	srt	Maria Full of Grace	2004
331	79647	eng	62027	1	2	srt	The Missing	2003
332	62613	eng	49731	1	2	srt	Stalker	1979
333	582	eng	454	1	1	srt	Surplus: Terrorized Into Being Consumers	2003
334	61833	eng	49128	1	2	srt	Fear and Loathing in Las Vegas	1998
335	1425	eng	1165	1	1	srt	Suchimuboi	2004
336	586	eng	458	1	1	srt	Doctor Dolittle	1998
337	587	eng	459	1	2	srt	Casshern	2004
338	592	eng	462	1	1	srt	Krámpack	2000
339	1661	eng	1368	1	2	srt	Tenku no shiro Rapyuta	1986
340	1205	eng	983	1	2	srt	Hostage	2005
341	1952331896	eng	3683118	1	1	srt	Manmadhudu	2002
342	601	eng	471	1	1	srt	Kunisada Chuji	1960
343	122470	eng	90879	1	1	srt	Airplane!	1980
344	117060	eng	87171	1	1	srt	Mean Creek	2004
345	607	eng	475	2	1	srt	Love Letter	1995
346	201242	eng	147329	1	1	srt	Qi yue shi san zhi long po	1996
347	609	eng	477	1	1	srt	Huo shao hong lian si	1994
348	260996	eng	197108	1	1	srt	Akumulator 1	1994
349	611	eng	479	1	2	srt	Tonari no Totoro	1988
350	613	eng	480	1	2	srt	Shao Lin san shi liu fang	1978
351	615	eng	481	1	1	srt	Die Blechtrommel	1979
352	125963	eng	93099	1	2	srt	The Ring Two	2005
353	1122	eng	909	1	2	srt	Hitch	2005
354	2716	eng	2229	1	1	srt	L	1961
355	126746	eng	93573	1	1	srt	Birth	2004
356	627	eng	490	1	1	srt	Some Like It Hot	1959
357	1134	eng	919	1	1	srt	Son of the Mask	2005
358	120868	eng	89734	1	1	srt	'A'	1965
359	117348	eng	87374	1	2	srt	Amores perros	2000
360	636	eng	497	1	2	srt	The Take	2004
362	1951683619	eng	3139561	1	3	srt	Kill Bill: Vol. 2	2004
363	80335	eng	62451	1	1	srt	Titan A.E.	2000
365	1951633869	eng	3101701	1	2	srt	Sin City	2005
366	647	eng	504	1	1	srt	Bad Education	2004
367	648	eng	505	1	1	srt	Suspect Zero	2004
368	102630	eng	77658	1	1	srt	Garfield	2004
369	650	eng	507	1	1	srt	Masitneun sex geurigo sarang	2003
370	20517	eng	18108	1	1	srt	Trainspotting	1996
372	658	eng	513	1	2	srt	Seabiscuit	2003
373	73452	eng	57673	1	1	srt	Bruce Almighty	2003
374	661	eng	515	1	1	srt	Hellraiser: Hellseeker	2002
375	2837	eng	2329	1	2	srt	Dogville	2003
376	666	eng	518	1	1	srt	Last Orders	2001
377	668	eng	520	1	1	srt	Blow	2001
378	92805	eng	71296	1	1	srt	Starship Troopers 2: Hero of the Federation	2004
379	671	eng	523	1	1	srt	Halloween: Resurrection	2002
380	676	eng	526	1	2	srt	The Corporation	2003
381	55566	eng	44464	1	1	srt	Two Weeks Notice	2002
382	768	eng	606	1	1	srt	White Noise	2005
383	1952103753	eng	3487505	1	1	srt	Poolse bruid, De	1998
384	185998	eng	135507	1	1	srt	EuroTrip	2004
386	1952247853	eng	3611596	1	2	srt	Niño de la luna, El	1989
387	115865	eng	86376	1	1	srt	Riding Giants	2004
388	23839	eng	20841	1	1	srt	See Spot Run	2001
389	115914	eng	86420	1	1	srt	Cellular	2004
391	1973	eng	1632	1	1	srt	Uri hyeong	2004
392	31990	eng	27275	1	2	srt	Yeopgijeogin geunyeo	2001
393	143432	eng	104562	1	2	srt	The Amityville Horror	2005
395	708	eng	553	1	4	srt	The Last Samurai	2003
396	97804	eng	74645	1	1	srt	Down by Law	1986
397	262824	eng	198557	1	1	srt	On the Line	2001
398	33075	eng	28099	1	1	srt	Ali G Indahouse	2002
399	1616	eng	1326	1	1	srt	Stargate: Atlantis	2004
400	721	eng	563	1	1	srt	The Rules of Attraction	2002
401	722	eng	564	1	1	srt	Sat sau ji wong	1998
402	58869	eng	47013	1	1	srt	Old School	2003
403	126747	eng	93574	1	2	srt	A Love Song for Bobby Long	2004
404	66203	eng	52350	1	1	srt	Down with Love	2003
405	129450	eng	95426	1	2	srt	Life of Brian	1979
406	1952629103	eng	3958042	1	13	srt	Future Boy Conan	1978
408	59552	eng	47486	1	1	srt	Babylon 5	1994
410	745	eng	583	1	1	srt	Paparazzi	2004
411	747	eng	585	1	1	srt	Before Sunset	2004
412	748	eng	586	1	1	srt	Point Break	1991
413	750	eng	588	1	1	srt	The Making of the Rose Parade 2005	2004
414	49545	eng	40282	1	1	srt	Mostly Martha	2001
415	100974	eng	76625	1	1	srt	Stargate SG-1	1997
416	62070	eng	49319	1	2	srt	Cidade de Deus	2002
417	1435	eng	1172	2	2	srt	Wonderful Days	2003
419	761	eng	599	1	1	srt	Serenity	2005
420	47635	eng	39001	1	1	srt	Singin' in the Rain	1952
421	766	eng	604	2	1	srt	Ray	2004
422	772	eng	610	1	1	srt	Shakespeare in Love	1998
423	773	eng	611	1	1	srt	Chariots of Fire	1981
424	776	eng	614	1	1	srt	Bridget Jones: The Edge of Reason	2004
425	79917	eng	62158	1	1	srt	Pieces of April	2003
426	1951714315	eng	3163291	1	3	srt	Saving Private Ryan	1998
427	779	eng	617	1	1	srt	Mean Streets	1973
428	780	eng	618	1	1	srt	Laura	1944
429	781	eng	619	1	1	srt	Koma	2004
430	783	eng	621	1	1	srt	The Assassination of Richard Nixon	2004
431	784	eng	622	1	1	srt	The Woodsman	2004
432	125944	eng	93085	1	2	srt	Survive Style 5+	2004
433	788	eng	625	1	1	srt	Racing Stripes	2005
434	789	eng	626	1	1	srt	Christmas with the Kranks	2004
436	257576	eng	194186	1	1	srt	The Taking of Pelham One Two Three	1974
437	237403	eng	177105	1	2	srt	Mr. & Mrs. Smith	2005
439	1318	eng	1076	1	1	srt	xXx: State of the Union	2005
440	799	eng	635	1	2	srt	The Count of Monte Cristo	2002
441	801	eng	636	1	1	srt	Cube 2: Hypercube	2002
442	80998	eng	62955	1	1	srt	Yamakasi - Les samourais des temps modernes	2001
443	804	eng	638	1	2	srt	Mou gaan dou III: Jung gik mou gaan	2003
444	806	eng	639	1	1	srt	Loveholstery	2004
445	1024	eng	826	1	3	srt	Be Cool	2005
446	34010	eng	28774	1	1	srt	Groundhog Day	1993
447	74974	eng	58722	1	1	srt	House of the Dead	2003
450	818	eng	650	1	1	srt	Bewafaa	2005
451	44627	eng	36785	1	2	srt	The Nightmare Before Christmas	1993
452	94404	eng	72410	1	2	srt	Timeline	2003
453	1084	eng	874	1	1	srt	Lemony Snicket's A Series of Unfortunate Events	2004
454	826	eng	657	1	1	srt	The Station Agent	2003
455	97459	eng	74418	1	2	srt	Around the World in 80 Days	2004
456	29434	eng	25248	1	1	srt	Hackers	1995
457	126828	eng	93638	1	1	srt	Riding the Bullet	2004
458	200815	eng	146985	1	2	srt	Star Wars	1977
459	21845	eng	19313	1	1	srt	Star Wars: Episode V - The Empire Strikes Back	1980
460	100969	eng	76622	1	2	srt	Star Wars: Episode VI - Return of the Jedi	1983
461	160231	eng	117874	1	1	srt	The Punisher	2004
462	67522	eng	53343	1	1	srt	The Thomas Crown Affair	1999
463	1256	eng	1025	1	1	srt	Wild Things	1998
464	854	eng	676	1	1	srt	Umberto D.	1952
465	855	eng	677	1	1	srt	Viskningar och rop	1972
466	856	eng	678	1	1	srt	Rosetta	1999
467	1951616323	eng	3087784	1	1	srt	A bout de souffle	1960
468	67209	eng	53093	1	1	srt	Poolhall Junkies	2002
469	860	eng	682	1	1	srt	Sunset Blvd.	1950
471	870	eng	689	1	1	srt	Falling Down	1993
472	160954	eng	118417	1	1	srt	Nightbreed	1990
473	873	eng	692	1	1	srt	Tetsuo II: Body Hammer	1992
474	875	eng	694	1	1	srt	Fa dou daai jin	2004
475	876	eng	695	1	2	srt	Izo	2004
476	878	eng	696	1	1	srt	Shu shan zheng zhuan	2001
477	881	eng	699	1	1	srt	Sono otoko, kyobo ni tsuki	1989
479	85404	eng	66202	1	1	srt	Hercules	1997
480	889	eng	706	1	2	srt	Get Shorty	1995
481	894	eng	709	1	1	srt	Sof Ha'Olam Smola	2004
482	895	eng	710	1	1	srt	Real Women Have Curves	2002
483	896	eng	711	1	1	srt	Kabhi Khushi Kabhie Gham...	2001
484	262153	eng	198069	1	1	srt	Screwed	2000
485	54676	eng	43830	1	2	srt	Kingdom of Heaven	2005
486	906	eng	720	1	1	srt	Kerd ma lui	2004
487	1951843664	eng	3263405	1	1	srt	Blackadder Back & Forth	1999
488	128419	eng	94730	1	1	srt	Blackadder: The Cavalier Years	1988
489	122980	eng	91250	1	1	srt	Vampire Hunter D: Bloodlust	2000
490	2875	eng	2356	1	1	srt	Robinson Crusoe	1954
492	285611	eng	217257	1	1	srt	Makai tenshô	2003
495	921	eng	733	1	1	srt	Chan sam ying hung	1998
497	86029	eng	66634	1	1	srt	Gothika	2003
498	92668	eng	71197	1	3	srt	Jackie Brown	1997
499	118198	eng	87933	1	1	srt	Shouf shouf habibi!	2004
500	129107	eng	95202	1	1	srt	Jing mo gaa ting	2005
501	931	eng	742	1	1	srt	Neon Genesis Evangelion: The End of Evangelion	1997
504	937	eng	747	3	1	srt	Highway 403, Mile 39	2004
505	938	eng	748	4	1	srt	110.404	2004
506	939	eng	749	5	1	srt	405	2000
507	118889	eng	88369	1	1	srt	The Notebook	2004
508	943	eng	753	1	1	srt	South Park	1997
511	238900	eng	178384	1	3	srt	Kikujiro no natsu	1999
512	85904	eng	66536	1	2	srt	Battlestar Galactica	2003
